,subject,OE,TH,OE_TH,TW,PR,OR,TOT,CRD,GRD,PTS1,PTS2
1955,214449,--,--,--,019/025,--,--,51,04,B,06,24
1956,202054A,--,--,--,PP,--,--,51,04,B,06,24
1957,214442,033/050,021/050,054/100,--,--,--,56,01,B+,07,07
1958,214443,026/050,025/050,051/100,--,--,--,73,02,A+,09,18
1959,214445,030/050,021/050,051/100,--,--,--,64,01,A,08,08
1960,214446,--,--,--,020/025,022/050,--,PP,00,P,00,00
1961,214447,--,--,--,019/025,036/050,--,50,04,B,06,24
1962,214449,--,--,--,016/025,--,--,43,04,P,04,16
1963,202054A,--,--,--,PP,--,--,62,04,A,08,32
1964,214441,029/050,021/050,050/100,--,--,--,54,04,B,06,24
1965,214442,023/050,020/050,043/100,--,--,--,84,01,O,10,10
1966,214443,029/050,033/050,062/100,--,--,--,81,02,O,10,20
1967,214445,032/050,022/050,054/100,--,--,--,82,01,O,10,10
1968,214446,--,--,--,024/025,039/050,--,80,01,O,10,10
1969,214447,--,--,--,023/025,038/050,--,PP,00,P,00,00
1970,214448,--,--,--,024/025,038/050,--,54,04,B,06,24
1971,214449,--,--,--,020/025,--,--,50,04,B,06,24
1972,202054A,--,--,--,PP,--,--,56,04,B+,07,28
1973,214442,026/050,028/050,054/100,--,--,--,60,04,A,08,32
1974,214443,021/050,029/050,050/100,--,--,--,52,01,B,06,06
1975,214444,015/050,041/050,056/100,--,--,--,68,02,A,08,16
1976,214445,034/050,026/050,060/100,--,--,--,58,01,B+,07,07
1977,214446,--,--,--,019/025,020/050,--,72,01,A+,09,09
1978,214447,--,--,--,019/025,032/050,--,PP,00,P,00,00
1979,214448,--,--,--,019/025,025/050,--,PP,00,P,00,00
1980,214449,--,--,--,018/025,--,--,60,04,A,08,32
1981,202054A,--,--,--,PP,--,--,42,04,P,04,16
1982,210250,--,--,--,PP,--,--,50,04,B,06,24
1983,214441,035/050,025/050,060/100,--,--,--,45,04,C,05,20
1984,214442,022/050,020/050,042/100,--,--,--,67,04,A,08,32
1985,214443,030/050,20$/050,050/100,--,--,--,73,01,A+,09,09
1986,214444,025/050,020/050,045/100,--,--,--,62,02,A,08,16
1987,214445,030/050,037/050,067/100,--,--,--,68,01,A,08,08
1988,214446,--,--,--,020/025,035/050,--,88,01,O,10,10
1989,214447,--,--,--,020/025,027/050,--,80,01,O,10,10
1990,214448,--,--,--,020/025,031/050,--,53,03,B,06,18
1991,214449,--,--,--,022/025,--,--,41,04,P,04,16
1992,207003,--,--,--,020/025,--,--,73,04,A+,09,36
1993,214450,026/050,027/050,053/100,--,--,--,68,02,A,08,16
1994,214452,021/050,020/050,041/100,--,--,--,57,02,B+,07,14
1995,214453,047/050,026/050,073/100,--,--,--,73,01,A+,09,09
1996,214454,--,--,--,019/025,032/050,--,PP,00,P,00,00
1997,214455,--,--,--,021/025,022/050,--,-,-,-,-,-
1998,214456,--,--,--,020/025,035/050,--,-,-,-,-,-
1999,214458,--,--,--,PP,--,--,-,-,-,-,-
