,subject,OE,TH,OE_TH,TW,PR,OR,TOT,CRD,GRD,PTS1,PTS2
53,207003,--,--,--,020/025,--,--,80,01,O,10,10
54,207003,038/050,024/050,062/100,--,--,--,62,04,A,08,32
55,207003,--,--,--,023/025,--,--,92,01,O,10,10
56,207003,018/050,022/050,040/100,--,--,--,40,04,P,04,16
57,207003,--,--,--,021/025,--,--,84,01,O,10,10
58,207003,027/050,020/050,047/100,--,--,--,47,04,C,05,20
59,207003,--,--,--,016/025,--,--,64,01,A,08,08
60,207003,018/050,007/050,025/100,--,--,--,FF,04,F,00,00
61,207003,--,--,--,018/025,--,--,72,01,A+,09,09
62,207003,035/050,032/050,067/100,--,--,--,67,04,A,08,32
63,207003,--,--,--,018/025,--,--,72,01,A+,09,09
64,207003,029/050,020/050,049/100,--,--,--,49,04,C,05,20
65,207003,--,--,--,018/025,--,--,72,01,A+,09,09
66,207003,026/050,023/050,049/100,--,--,--,49,04,C,05,20
67,207003,--,--,--,016/025,--,--,64,01,A,08,08
68,207003,040/050,043/050,083/100,--,--,--,83,04,O,10,40
69,207003,--,--,--,021/025,--,--,84,01,O,10,10
70,207003,034/050,040/050,074/100,--,--,--,74,04,A+,09,36
71,207003,--,--,--,020/025,--,--,80,01,O,10,10
72,207003,037/050,032/050,069/100,--,--,--,69,04,A,08,32
73,207003,--,--,--,022/025,--,--,88,01,O,10,10
74,207003,030/050,034/050,064/100,--,--,--,64,04,A,08,32
75,207003,--,--,--,023/025,--,--,92,01,O,10,10
76,207003,030/050,020/050,050/100,--,--,--,50,04,B,06,24
77,207003,--,--,--,015/025,--,--,60,01,A,08,08
78,207003,023/050,AB/050,023/100,--,--,--,FF,04,F,00,00
79,207003,--,--,--,018/025,--,--,72,01,A+,09,09
80,207003,024/050,014/050,038/100,--,--,--,FF,04,F,00,00
81,207003,--,--,--,015/025,--,--,60,01,A,08,08
82,207003,021/050,013/050,034/100,--,--,--,FF,04,F,00,00
83,207003,--,--,--,018/025,--,--,72,01,A+,09,09
84,207003,023/050,AB/050,023/100,--,--,--,FF,04,F,00,00
